id, x, y, freq, label
1382, -47.825558, 26.211811, 10, rumors
1383, 24.193329, 29.915529, 6, closure
1384, -20.625494, -66.526505, 32, nature
1385, 37.718430, 44.672298, 8, auto
1386, -59.995350, 19.238398, 14, repair
1387, -58.347858, -5.315893, 14, shops
1388, 7.225139, -5.787066, 180, small
1389, -60.295616, 25.942593, 12, mom
1390, -41.314774, 22.521917, 10, pop
1391, -45.001144, 34.503063, 10, cafes
1392, 0.761252, 50.824589, 8, restaurants
1393, -46.266720, 47.079208, 12, expensive
1394, -42.039375, -36.704769, 28, rise
1395, -43.984261, -52.673141, 22, modern
1396, -56.283772, -36.388622, 28, buildings
1397, -59.470795, -26.897366, 14, ice
1398, -12.505160, -58.851875, 42, elliott
1399, -44.457623, -49.066212, 18, bay
1400, -48.747238, -40.304779, 24, bookstore
1401, -63.928501, -5.597800, 22, maintained
1402, -52.089565, 9.435182, 16, dramatically
1403, -26.013496, 53.641659, 16, mixed
1404, 4.436990, -27.174667, 102, open
1405, -38.627407, 39.501694, 12, embedded
1406, -64.099442, -29.237543, 24, occurring
1407, 3.075619, -17.771925, 62, music
1408, -51.466274, -45.806168, 20, entertainment
1409, -44.813702, -50.534115, 18, eating
1410, 63.452618, -18.940519, 6, zones
1411, 6.155465, -33.779476, 78, third
1412, -1.930885, -51.718010, 42, shift
1413, -51.090519, 14.772761, 16, closing
1414, 7.175004, 35.125858, 10, arena
1415, 10.514894, 50.447880, 10, hopes
1416, -57.205849, -45.240559, 30, goal
1417, 11.237286, -12.322471, 168, set
1418, -38.685783, -48.715317, 42, olympia
1419, 0.226494, -34.806324, 68, response
1420, -37.448647, 32.168438, 18, dismissal
1421, -1.673881, -5.467821, 134, jim
1422, -6.648111, -28.012310, 70, gaylord
1423, -15.569880, -55.832340, 40, senator
1424, 61.325150, 3.709516, 6, ists
1425, 67.047028, -27.329748, 6, rid
1426, 1.142743, -52.106113, 48, warned
1427, 50.707893, 13.122163, 8, pursuing
1428, 2.303229, -35.144463, 62, attempt
1429, 63.644131, -19.542543, 6, thereafter
1430, 25.824892, 42.614025, 14, closely
1431, -40.262589, -57.157959, 30, manager
1432, -52.520432, -38.095051, 30, assistant
1433, 1.596699, -5.819750, 76, ed
1434, 15.525760, -20.316509, 174, murray
1435, -26.653824, -53.168758, 42, appointed
1436, -46.432148, 24.208399, 2, slog
1437, 26.200495, 38.837147, 8, succeeding
1438, -15.473066, -58.586014, 44, legislative
1439, 8.143703, -3.740556, 194, committee
1440, -10.380926, -26.587286, 106, senate
1441, 3.312830, -46.708244, 28, low
1442, -14.810969, -0.652624, 930, times
1443, -40.018272, -44.802273, 28, treated
1444, -49.991089, -46.608273, 30, regular
1445, -25.951086, -55.899464, 38, guy
1446, 63.630093, -32.358295, 8, joke
1447, 6.924025, -11.683271, 136, around
1448, 17.950100, -8.795495, 184, know
1449, 15.824971, -15.359367, 218, say
1450, -56.069160, -30.108631, 26, treat
1451, -6.572167, -36.025585, 62, hands
1452, -36.289825, -43.647514, 28, initiatives
1453, 0.077163, -23.920527, 68, building
1454, -12.456953, -53.637009, 48, statewide
1455, 48.069565, -16.319300, 8, stalled
1456, -15.257899, -64.331795, 44, process
1457, 31.479628, 57.247391, 10, introduce
1458, 46.436207, -16.814800, 10, amend
1459, 53.976475, -42.853981, 6, preventing
1460, 3.026880, -10.094138, 142, discrimination
1461, 50.349419, 19.520435, 8, polls
1462, 4.113310, -23.826990, 84, believed
1463, -56.958263, -39.636986, 26, hiring
1464, -33.615910, 52.791744, 12, promotion
1465, -54.267326, 35.302078, 16, firing
1466, 50.984413, -47.347115, 6, magic
1467, 8.729750, -18.521208, 90, ask
1468, -11.711931, -49.286423, 44, defeat
1469, 46.765987, 36.786369, 12, attacks
1470, 58.912243, -25.337799, 6, positively
1471, -50.993313, -23.600870, 34, welcome
1472, 9.151638, -11.502164, 116, let
1473, 6.091408, -8.349279, 170, quickly
1474, -7.877933, -10.484187, 88, described
1475, 55.173157, 5.731603, 6, landslide
1476, -0.332208, -17.372564, 84, percent
1477, 30.624029, 23.425262, 10, vanished
1478, -7.185458, -40.702057, 66, ray
1479, 61.721523, -27.156801, 6, basically
1480, -43.314087, -53.929527, 32, picked
1481, -0.719976, -37.064140, 48, calling
1482, 3.307297, -20.524971, 78, strategy
1483, 52.500546, -31.148260, 6, broker
1484, 16.856541, 43.857403, 10, advance
1485, -60.595566, -11.774426, 18, bills
1486, 57.836342, 27.118322, 10, game
1487, 0.080394, 59.675987, 8, chess
1488, 64.991501, -23.717703, 6, executed
1489, -9.845014, -63.857014, 40, slowly
1490, -20.875046, -53.812756, 52, lead
1491, 9.099711, -28.492983, 112, tell
1492, -7.203874, -62.264843, 44, obvious
1493, -60.870186, 18.665289, 12, flow
1494, -38.661613, -54.600071, 20, tax
1495, -51.573631, -42.182560, 12, dollar
1496, -39.779831, -18.743958, 36, representatives
1497, 6.736165, -13.719880, 10, co
1498, -24.056387, -54.947609, 34, chair
1499, 59.058990, -34.534622, 6, capital
1500, -64.844620, 2.334738, 18, budget
1501, -47.505318, -50.508938, 30, controlled
1502, 13.144409, -6.265659, 198, money
1503, 43.415901, -41.970718, 10, constructing
1504, -13.637487, -50.818909, 40, pub
1505, -51.702335, 1.583288, 20, lic
1506, -39.230152, -49.065697, 36, representative
1507, -37.658207, 41.322407, 10, prime
1508, -36.657814, 32.030975, 16, sponsor
1509, -21.539721, -63.054447, 14, non
1510, -57.786373, -10.461409, 14, controversial
1511, -15.363572, -12.176615, 286, bill
1512, 8.324631, -3.365896, 160, school
1513, -9.864393, 48.189175, 12, districts
1514, -56.375191, 20.522713, 14, adopt
1515, -63.924858, -4.791928, 12, policies
1516, -47.194622, -28.578564, 32, protecting
1517, 0.124646, -34.395054, 82, harassment
1518, 53.738884, -20.130478, 6, intimidation
1519, -3.290304, -8.722417, 114, mentioned
1520, 6.017313, -8.660896, 136, included
1521, 11.095024, -33.119896, 56, half
1522, -1.836177, -35.913280, 40, million
1523, 8.533182, 58.820633, 8, dol
1524, 41.885170, 47.156994, 6, lar
1525, -40.257427, -56.155632, 28, training
1526, 5.921991, 46.418987, 12, gained
1527, -59.472965, -33.342819, 28, twelve
1528, 51.199306, -44.110210, 6, sponsors
1529, -43.169941, -56.591259, 16, sixty
1530, -50.059265, -18.029139, 24, targeted
1531, 3.293543, 52.936184, 14, transportation
1532, -41.085388, -50.289845, 28, patrol
1533, 26.869600, 39.767296, 8, relating
1534, -8.979481, -13.032385, 90, mass
1535, -48.611832, -35.453213, 30, largest
1536, 8.007696, -18.307962, 142, ever
1537, -52.706207, -15.014854, 20, piece
1538, -13.874413, -63.799389, 34, usual
1539, 12.273542, -20.944035, 178, asked
1540, -61.799191, -10.016211, 22, sit
1541, -44.473316, 18.361565, 20, primary
1542, 25.513010, 52.063969, 6, controlling
1543, 55.418419, 2.021760, 8, pension
1544, 2.516881, -34.214878, 62, headed
1545, 7.691391, 55.195541, 16, projects
1546, 55.584217, -25.508541, 10, encounter
1547, 65.415192, -15.170886, 6, maneuvering
1548, -52.943932, 5.673504, 20, pieces
1549, -64.894432, -22.980505, 30, position
1550, -0.855639, -3.388903, 156, board
1551, 43.265774, -7.417165, 6, lobbyists
1552, -33.567982, -58.455475, 38, big
1553, -47.379517, -20.873449, 28, push
1554, -3.051145, -62.447327, 52, actual
1555, -47.413418, -37.325325, 24, arguing
1556, -51.542995, -5.890858, 24, victims
1557, -10.501382, -52.219948, 42, racial
1558, 20.700872, 58.991287, 8, espe
1559, -15.397651, -60.743687, 10, cially
1560, -5.869233, -15.849276, 102, president
1561, -14.248315, -50.997250, 32, fund
1562, -56.921684, -5.661276, 24, hired
1563, 64.657036, -18.685207, 8, lobbyist
1564, -51.294979, -41.610817, 30, testify
1565, -3.072204, -30.853279, 86, hearing
1566, -51.468636, -29.779673, 32, opening
1567, 3.470476, -42.245617, 58, line
1568, -61.241669, -4.767932, 18, rhetorical
1569, -54.659485, -47.977932, 32, chosen
1570, -31.665476, -55.849884, 28, coun
1571, -43.843086, -50.946339, 26, escape
1572, -48.994633, -48.751144, 28, oppression
1573, -2.142789, -14.241128, 120, working
1574, -37.147224, -56.651989, 38, prove
1575, -57.260937, -42.012093, 26, practice
1576, -0.569755, -49.607182, 44, sound
1577, -36.376945, -56.294899, 34, compromise
1578, 3.177898, -41.498856, 48, avoid
1579, -58.959934, -5.579424, 22, restaurant
1580, 61.943016, 22.842020, 8, renting
1581, 2.407000, -16.037245, 110, show
1582, -36.435848, -55.829727, 38, closet
1583, -12.172365, -53.481373, 64, protection
1584, -28.946936, 33.433380, 14, economy
1585, -30.436615, -46.799736, 26, busi
1586, -40.393276, -41.560730, 26, ness
1587, 9.221441, -30.102970, 80, stop
1588, -8.050591, 33.315666, 14, lobby
1589, -47.269260, 19.791954, 16, founded
1590, -64.600319, 22.124508, 20, hire
1591, -47.360378, 9.040323, 20, corporate
1592, -10.059290, -54.959602, 60, conservative
1593, 2.707659, 32.188168, 14, introduced
1594, 61.648804, 0.771830, 8, intro
1595, -1.978862, 45.101364, 10, duced
1596, -42.146873, 46.437046, 16, somewhere
1597, -67.300407, -8.323996, 20, democrats
1598, 61.669014, -28.610718, 6, servative
1599, -5.150630, -36.116196, 70, voted
1600, -14.919658, 46.813904, 12, republicans
1601, -62.049034, 14.716413, 22, kill
1602, -55.019562, 19.939339, 20, amendment
1603, 17.868399, -12.441710, 202, day
1604, -41.173019, -38.572174, 36, debate
1605, -40.128323, -49.488533, 24, republican
1606, -44.107426, -35.657780, 22, port
1607, -13.659280, -45.934975, 46, bob
1608, 28.130486, 56.087444, 10, oke
1609, -49.567165, -2.466791, 22, delivered
1610, 48.314667, 1.053588, 6, impassioned
1611, -55.651390, 25.775816, 18, speeches
1612, 61.059444, -17.642267, 6, wings
1613, -8.418273, -58.425724, 48, democratic
1614, 1.503795, -5.180469, 80, michael
1615, 48.111797, 41.470261, 8, chooses
1616, 60.413998, 19.524704, 6, painful
1617, 68.750473, -8.544182, 8, hav
1618, -58.673149, -25.149002, 18, citizen
1619, -12.558204, -53.703568, 50, protect
1620, 55.578182, 18.507942, 8, consequences
1621, -55.247261, -24.957884, 24, daughter
1622, -67.175797, 21.356888, 20, lifestyle
1623, 5.013258, -16.826532, 98, trying
1624, 55.035835, -47.421238, 6, frankly
1625, -3.477406, -55.631245, 38, asking
1626, -10.339908, -55.085773, 48, visit
1627, -42.228523, 30.218655, 22, tough
1628, -9.645285, -4.725103, 110, reporter
1629, 6.758217, -17.188887, 112, need
1630, -43.855160, -40.762600, 26, replied
1631, -4.799899, -56.836678, 34, hard
1632, 42.138657, 46.791618, 8, tight
1633, 6.338273, -33.904457, 82, lost
1634, 27.688309, 35.690868, 4, finkbeiner
1635, -3.032350, -59.439186, 42, rose
1636, -13.230770, -45.635918, 48, leader
1637, -0.607041, -35.401196, 64, previous
1638, -0.217219, -27.265667, 106, joined
1639, -45.689026, -46.189560, 36, session
1640, -4.778400, -42.659859, 76, announced
1641, -0.685174, -61.799061, 56, understand
1642, 20.307289, 41.142715, 14, argue
1643, -34.153149, 39.937160, 18, surprising
1644, 42.905094, -43.102245, 6, ok
1645, -2.093248, 52.344051, 12, choose
1646, 8.577086, -23.486790, 78, directly
1647, 28.762154, 36.253288, 8, countered
1648, -20.754019, -59.445835, 50, believe
1649, -16.282991, 57.088268, 10, acceptable
1650, 59.546776, -24.310293, 6, discriminate
1651, -0.304684, -44.155064, 52, pass
1652, -61.143478, -7.755738, 20, crucial
1653, 34.923252, 16.004135, 6, advised
1654, -22.733347, 54.769718, 16, retired
1655, 1.205273, 66.662849, 12, signing
1656, -51.398407, -20.185135, 22, demands
1657, -54.736092, -12.799280, 26, mention
1658, 2.080602, -27.397871, 86, war
1659, -28.836578, -42.244213, 48, ii
1660, 4.174458, -38.470505, 84, visible
1661, 8.607655, -10.131548, 124, call
1662, 3.933751, 58.736481, 14, discharged
1663, -55.622524, -45.176014, 36, thousands
1664, 54.006062, -10.428380, 8, shipped
1665, 3.495410, -54.623276, 40, filled
1666, -54.276737, -32.292854, 26, miss
1667, -55.948921, -6.876699, 24, boeing
1668, -14.422316, -45.673779, 56, newsletter
1669, -38.761345, -57.432865, 46, liked
1670, 8.965276, -29.266081, 80, ended
1671, -62.247822, -10.472754, 26, surprise
1672, 1.208333, -55.262547, 46, stayed
1673, 7.280436, -37.295330, 70, places
1674, -1.639670, 42.015354, 12, perform
1675, -62.839985, -28.428186, 22, orga
1676, 59.186943, 35.933544, 8, nized
1677, -62.148109, -13.139868, 18, networks
1678, 63.616337, -10.885006, 6, accessible
1679, -25.603439, 52.531670, 12, soldiers
1680, -54.008560, 28.857246, 16, sailors
1681, -43.121239, -48.095970, 22, puget
1682, -29.752289, 51.008728, 10, bases
1683, -28.387770, -53.326321, 28, produced
1684, -20.052469, -64.686188, 36, willing
1685, 5.029508, -15.666701, 86, policy
1686, 0.758435, -9.953280, 586, homosexuals
1687, -38.081604, -56.065784, 26, serving
1688, 50.453796, 30.477116, 10, aggressively
1689, -54.758339, 7.192071, 22, prominent
1690, -38.553238, -56.653790, 34, challenged
1691, -41.920219, 46.661034, 8, margarethe
1692, -60.354717, 18.871641, 10, cammermeyer
1693, -65.725082, 1.274929, 16, nurse
1694, -63.118637, -22.637787, 20, guard
1695, 4.688672, -30.206566, 52, army
1696, -61.416588, -16.567406, 32, sergeant
1697, -10.195993, -61.690205, 30, perry
1698, -24.995134, 41.595928, 10, watkins
1699, 3.993395, 67.288818, 14, segment
1700, -37.796837, -57.419693, 42, true
1701, -33.676498, -55.992012, 26, americans
1702, -59.078011, -4.635135, 18, native
1703, 4.475173, -38.479454, 46, symbol
1704, -48.246044, -40.005856, 18, practical
1705, -45.784065, -0.751544, 22, source
1706, -51.191574, -3.844388, 20, kinds
1707, -56.799892, -29.025274, 20, benefits
1708, -32.760208, -49.268120, 32, enjoyed
1709, -35.196575, 42.748520, 14, financial
1710, 28.545332, 48.015003, 8, ongoing
1711, -4.017704, 63.203842, 8, administration
1712, -13.820494, 55.828587, 8, clinton
1713, -10.658788, -51.723850, 48, declared
1714, 3.148812, -34.308403, 70, immediately
1715, 53.580288, -4.446553, 10, congressional
1716, 44.432789, 23.014198, 10, conservatives
1717, -5.409995, -42.061192, 62, december
1718, 59.057060, 22.315220, 8, pentagon
1719, -37.118973, 45.939857, 14, supposed
1720, 8.850007, -38.428638, 80, anything
1721, -53.099258, 36.521038, 14, silent
1722, 5.914982, 36.562946, 10, relation
1723, -53.026691, -5.021942, 18, ships
1724, -63.873711, -23.907545, 20, discharge
1725, 44.659000, -30.259905, 8, investigate
1726, -15.504720, -64.290298, 54, seems
1727, -26.387550, -67.039459, 34, seventeen
1728, -22.320961, 40.984516, 10, existence
1729, -35.921421, 39.256325, 14, kicked
1730, -57.007782, 12.108559, 18, challenges
1731, -66.741539, 2.123303, 12, philips
1732, 11.302656, 55.772251, 8, stationed
1733, 57.322075, 8.041800, 8, aboard
1734, 24.265097, 52.094219, 6, nimitz
1735, 51.987469, -27.664412, 6, everett
1736, -50.643112, 3.537687, 28, miles
1737, 8.085239, -14.733038, 98, north
1738, -54.424156, 12.998524, 16, operator
1739, -50.801384, -45.342472, 24, window
1740, -3.581757, -42.758087, 42, election
1741, -45.958790, 11.510267, 20, announcement
1742, 46.790722, 11.063422, 6, lift
1743, 44.878944, 18.393740, 10, outstanding
1744, -58.974815, -31.946682, 18, navy
1745, -51.925476, 10.636929, 20, tors
1746, -24.125261, 31.543917, 14, dozen
1747, -6.075831, -40.923553, 62, planned
1748, 1.524025, -55.198654, 46, continue
1749, -12.882411, -5.390100, 124, week
1750, -56.499870, -10.112035, 28, none
1751, 55.121639, 30.627945, 10, encounters
1752, 16.403719, 51.384270, 6, proceed
1753, -56.061859, 28.406950, 14, ings
1754, -51.500504, -43.530392, 22, waited
1755, -67.831894, -22.864101, 24, dismissed
1756, -3.745381, -50.755001, 36, cut
1757, -63.092579, -3.237052, 18, sand
1758, -49.232716, -41.291794, 22, station
1759, 59.121147, 20.261013, 6, essentially
1760, -42.574383, -57.628307, 28, dry
1761, 52.540668, 20.709555, 8, proceedings
1762, 35.382721, 31.391590, 6, interim
1763, -1.293253, -45.605892, 60, launched
1764, 61.605213, -21.601456, 6, grounds
1765, 2.278556, -20.610401, 128, heterosexuals
1766, -25.503490, 57.734711, 14, regardless
1767, 9.498343, -21.598570, 94, given
1768, -56.478695, -43.453583, 26, questioning
1769, 9.910311, -23.602068, 60, light
1770, -9.294254, -8.706389, 100, william
1771, 35.424305, 19.973719, 10, chal
1772, -24.130217, -59.602573, 30, base
1773, -57.369820, -42.963459, 30, possibly
1774, -8.683897, 52.864338, 8, morale
1775, -45.887711, 43.409706, 10, cohesion
1776, 30.903688, 40.066196, 10, conceded
1777, 8.446832, -37.125778, 68, possible
1778, 12.949518, 47.105824, 8, constitutional
1779, 62.421364, 11.490691, 6, burdens
1780, -55.583256, -36.122070, 24, proof
1781, 9.515869, -8.667793, 140, order
1782, 59.136585, 17.386852, 6, justify
1783, -1.107620, -2.570341, 182, department
1784, -22.895557, 52.787365, 8, rational
1785, -28.443756, -56.733578, 34, basis
1786, 8.789193, -23.105654, 86, treatment
1787, 51.389923, -0.959539, 8, compelling
1788, -67.347748, -6.448873, 24, reasons
1789, -40.067318, -61.506168, 30, ninth
1790, -40.077103, -61.615131, 34, circuit
1791, -53.313671, 32.574657, 14, scrutiny
1792, -42.221561, 4.148179, 22, panel
1793, -62.948357, 25.378553, 22, suspect
1794, 22.306433, 32.380154, 10, tory
1795, -24.426500, 51.256893, 14, higher
1796, -50.161221, -49.305004, 22, appropriate
1797, 36.435810, 50.329536, 8, judges
1798, -65.126274, 2.364734, 14, burden
1799, -47.676064, -40.720650, 22, placed
1800, 7.013229, -8.646968, 86, approach
1801, 66.575905, -19.104458, 6, landmark
1802, -55.474716, 35.306358, 12, margaret
1803, -55.992977, -37.712360, 12, witt
1804, -43.722816, -53.890995, 30, entered
1805, 6.956380, -13.163796, 68, air
1806, 62.255917, 8.592728, 6, flight
1807, 6.480217, 57.742565, 6, trans
1808, 53.563179, 25.257318, 6, ferred
1809, 65.866844, -13.321714, 8, mcchord
1810, -9.680168, -25.676714, 116, tacoma
1811, 54.099003, -47.382668, 4, medal
1812, -58.000641, 11.444193, 20, poster
1813, -52.241207, 28.892830, 10, appearing
1814, -42.713825, 17.487320, 20, starting
1815, -16.308540, -65.133202, 36, term
1816, -2.776867, -42.407078, 64, august
1817, -49.051586, -45.554253, 30, spokane
1818, 2.282214, -39.697803, 68, neither
1819, 2.411536, -17.233849, 118, member
1820, 44.292942, 3.814328, 6, civilian
1821, -19.574734, 39.240189, 14, employee
1822, -53.763916, -33.846943, 20, follow
1823, -14.152551, -2.163601, 246, july
1824, 69.403038, -27.316389, 6, investigator
1825, 48.544209, -26.098959, 8, contacted
1826, -9.444825, -11.699454, 86, following
1827, 60.053268, -40.607178, 8, chaplain
1828, 4.857487, -14.717301, 10, su
1829, -59.737549, -3.783148, 18, receive
1830, 66.477203, 7.337394, 8, earn
1831, -52.273781, -2.056756, 22, points
1832, 0.483213, 40.674545, 16, retirement
1833, -60.038742, -32.248962, 22, sixteen
1834, 32.902443, 29.164286, 8, initiated
1835, 8.879813, 46.140900, 10, resisted
1836, 29.897541, 30.975595, 8, precedent
1837, -56.886250, -3.630375, 18, seat
1838, -48.766041, 17.732244, 10, tle
1839, -8.638777, -60.916676, 32, based
1840, 66.349487, -17.188643, 6, leighton
1841, -44.996662, -45.488434, 32, lawyer
1842, -50.584503, -27.263262, 28, mission
1843, 68.282394, -15.994779, 6, apply
1844, -46.340637, 42.653946, 12, heightened
1845, -8.803931, -64.939758, 38, actions
1846, 58.064480, -27.519241, 6, den
1847, -2.761770, -42.765602, 62, reason
1848, -49.678989, -3.778606, 20, analysis
1849, 11.978903, 53.072327, 10, application
1850, -47.870987, 25.961512, 10, advanced
1851, -20.974577, -60.612190, 36, interest
1852, 4.241586, 60.174606, 10, maintaining
1853, -21.320053, -51.056320, 38, additional
1854, 8.342105, -31.241505, 70, less
1855, 55.776630, -0.889551, 6, aims
1856, 68.612907, -8.970236, 6, discharging
1857, -57.071507, -29.677877, 16, unit
1858, -57.257553, 24.125938, 16, avoided
1859, -13.226324, 54.171898, 14, agreeing
1860, 2.352702, -15.729863, 118, met
1861, -52.289230, -36.909607, 26, sion
1862, -2.668898, -55.220028, 54, ordered
1863, -14.822114, -63.303852, 42, conduct
1864, -2.299191, -33.717525, 68, trial
1865, -9.097854, 59.378784, 8, automatically
1866, -32.377747, 32.428017, 14, assume
1867, -26.230000, 54.699902, 10, justified
1868, -36.801903, -40.541550, 38, presence
1869, -2.102218, -57.964008, 40, specific
1870, -38.808872, 44.016975, 8, interference
1871, 3.356456, -24.862301, 72, taking
1872, 5.185387, -52.905956, 62, short
1873, -6.305184, -58.215240, 34, terms
1874, 42.628128, -1.587495, 4, gallup
1875, -26.979591, 46.617016, 10, showing
1876, -63.402298, -29.025862, 28, serve
1877, -36.475830, -56.456970, 26, compared
1878, -42.584461, -51.784016, 28, ground
1879, 44.837841, 18.495350, 4, opinions
1880, -56.207443, 14.537854, 14, relied
1881, 69.602859, -27.011389, 4, de
1882, -14.501070, -58.194550, 32, lawrence
1883, -49.668396, 36.375839, 10, texas
1884, -63.387295, 17.601217, 20, struck
1885, 2.933352, -7.800470, 118, laws
1886, 52.902718, 23.706335, 8, crim
1887, 9.135763, -21.768158, 80, behavior
1888, -13.584658, 38.958103, 6, fifth
1889, 11.986526, 33.906429, 12, liberty
1890, -41.920540, -49.483147, 28, due
1891, -64.172813, 2.416600, 16, specified
1892, -59.425747, -22.390190, 18, require
1893, 31.748457, 57.938725, 10, deciding
1894, -49.638729, -39.130196, 22, sort
1895, -16.632389, 52.422729, 12, winter
1896, 61.814159, 20.087067, 4, phase
1897, 49.533253, -20.842422, 6, presi
1898, 0.779090, 35.066025, 8, dent
1899, -9.736547, -30.855825, 78, repeal
1900, -8.053896, -65.187691, 54, sought
1901, 1.222217, -31.245235, 86, september
1902, 5.618986, -19.617977, 134, yet
1903, 25.833231, 47.486473, 8, significance
1904, -13.849499, 44.376846, 8, relatively
1905, -43.171642, -42.799274, 24, recent
1906, 41.915241, 16.978029, 6, arising
1907, -56.172504, 16.923965, 16, cen
1908, 58.566833, -10.246481, 6, tury
1909, 45.240440, 43.429981, 8, arrangements
1910, -11.550825, -62.319836, 40, likely
1911, -16.731098, 52.410034, 12, heads
1912, -52.605541, 25.412191, 22, nations
1913, 12.997943, 58.701878, 10, passions
1914, 21.168192, 42.748486, 10, fore
1915, -53.454041, -17.257612, 24, lovers
1916, -57.804466, -23.011005, 32, ments
1917, -1.816212, -58.976971, 38, usually
1918, -36.732536, 37.891598, 12, romance
1919, -12.875957, -62.968815, 42, hollywood
1920, 3.757395, -50.715981, 44, giving
1921, -51.575455, -32.674011, 24, gather
1922, 48.190475, -51.791367, 6, practically
1923, -58.403019, -27.974649, 18, mar
1924, -59.436314, 2.880285, 12, riage
1925, -0.099518, -12.222028, 170, male
1926, -41.430965, 30.049162, 16, writers
1927, 77.904816, -15.087499, 6, pe
1928, 60.163212, 6.509233, 6, circle
1929, -55.061676, -30.826447, 16, violet
1930, -3.924441, 48.685352, 4, quill
1931, -13.880283, -59.461594, 30, insisted
1932, -50.122334, 10.571076, 20, andrew
1933, -57.809181, -45.241169, 40, represented
1934, 65.173492, -17.004698, 6, essential
1935, -2.272919, -5.177996, 148, david
1936, -42.059650, 41.856167, 12, bergman
1937, -22.978140, -60.309914, 26, hour
1938, 9.770031, -36.163742, 78, whatever
1939, -40.369034, -42.178478, 32, ter
1940, 57.847393, -4.503259, 6, farewell
1941, 21.609621, 32.884430, 8, symphony
1942, -15.318920, -63.484016, 50, explained
1943, -60.370487, -2.241752, 18, guys
1944, -52.076847, 28.042837, 14, fell
1945, 63.734982, -33.540974, 6, buddies
1946, -55.130390, -20.846237, 20, loving
1947, 5.025861, -55.008492, 50, whole
1948, 57.040237, 14.731181, 10, worse
1949, -47.832733, 43.130138, 16, hat
1950, -55.846794, -41.108410, 26, intent
1951, -57.949219, 32.451019, 10, marital
1952, -25.134953, 56.579922, 14, values
1953, -25.213150, 41.699493, 14, worst
1954, -26.261955, -59.818638, 40, accused
1955, -36.317326, -55.452335, 32, model
1956, 78.144791, -14.943635, 6, sake
1957, -1.624284, -14.242620, 106, socialist
1958, -32.528301, -58.221653, 20, capitalism
1959, -3.509923, -15.431419, 76, feminist
1960, -27.223475, -60.916000, 32, mem
1961, -42.979206, -42.825424, 24, ber
1962, -2.929482, -14.563822, 92, radical
1963, 48.152271, -9.492547, 6, persecuted
1964, -56.917011, 25.427294, 14, perverse
1965, 31.373539, 52.168831, 6, molesters
1966, 65.408180, 8.393859, 6, oppressors
1967, 19.119789, 55.115040, 10, deeper
1968, -64.655373, -19.285913, 22, institution
1969, -43.726582, 39.611012, 12, profit
1970, 4.473094, -50.199657, 42, built
1971, -37.629509, -54.546719, 20, het
1972, -44.665886, 31.891121, 12, erosexual
1973, -55.516819, -30.761978, 22, mad
1974, -1.376113, -54.621048, 48, isaacson
1975, -18.801996, 53.383911, 8, triple
1976, 61.552738, 15.583562, 6, supremacy
1977, 9.410285, -12.933180, 138, far
1978, 7.200843, 45.825096, 14, condemned
1979, 60.633804, -32.172501, 4, fraternal
1980, 4.501397, -35.999123, 36, raising
1981, -46.062725, -55.179184, 36, wrong
1982, -4.845065, -41.097755, 64, appeared
1983, 9.127606, 49.482815, 12, attitude
1984, 37.516041, -1.096537, 20, munity
1985, 0.140375, -29.755125, 80, opened
1986, -18.543781, -53.372990, 44, large
1987, 16.451160, 49.784935, 8, porch
1988, 53.067780, -48.439178, 6, passerby
1989, -58.755573, 34.093430, 18, symbols
1990, 8.028081, -33.894291, 52, pointed
1991, 4.628112, -24.209425, 58, female
1992, 49.686558, 37.499214, 6, crosses
1993, 61.783802, 14.353302, 6, downward
1994, -46.156620, -1.831888, 20, linked
1995, -20.855762, 42.946007, 16, celebrated
1996, -63.708466, -0.763375, 24, applied
1997, -58.949112, -32.066826, 24, admitted
1998, 61.907413, 11.282364, 8, cou
1999, -22.435350, -63.004456, 46, collective
2000, 47.978539, -25.760118, 10, pair
2001, -58.944958, 25.931677, 18, collectives
2002, -42.178410, 20.371571, 2, consciousness
2003, -33.753864, -59.910282, 38, worker
2004, -23.328173, 56.479828, 8, ops
2005, 1.287112, -28.812349, 96, san
2006, 25.331858, 29.468008, 6, vashon
2007, 0.463594, 68.404190, 14, island
2008, -25.014748, -58.604401, 34, inter
2009, -25.292366, 49.010902, 8, indicates
2010, 20.926664, 24.981194, 6, continues
2011, -53.301701, 15.768968, 12, highest
2012, -10.447975, 60.367855, 10, percentage
2013, -53.627518, 29.370605, 16, connection
2014, 6.749627, -31.268911, 82, suggested
2015, -13.852833, -1.989720, 218, nov
2016, -63.177788, -3.294178, 24, tually
2017, -32.729733, -59.306469, 26, deep
2018, -51.332279, 13.919542, 16, friendships
2019, -41.218662, 37.056721, 12, display
2020, -0.240441, -28.534191, 74, program
2021, -55.080097, 1.772630, 16, suggests
2022, -12.964116, -63.872631, 30, normal
2023, -5.181396, -60.125919, 48, developed
2024, -30.183571, 53.377151, 10, weak
2025, 5.886085, -52.437729, 54, looking
2026, 10.012468, 52.776615, 10, reasonable
2027, -1.839534, -58.452560, 50, impact
2028, 19.515610, 47.386425, 6, destroying
2029, -0.748654, 41.577396, 8, dissent
2030, -54.354309, 29.287045, 16, equally
2031, -33.155762, -54.428631, 34, epidemic
2032, 48.213120, 24.241949, 4, weakened
2033, -49.585197, 24.395536, 12, belief
2034, 60.385384, 20.580381, 6, intimate
2035, -54.504215, -47.608040, 34, relations
